# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0.98, 0.0319375, -0.458204, 0.15642, 0.268659, -0.168501, -0.05055, -0.262903, -0.494913, -0.324776, -0.0932692, -0.247687, 0.150806, 0.289085, 0.408866, -0.0368364, -0.406243, -0.987409, -1.7443, -1.35915, -0.986753, -0.73764, -0.74306, -0.669036, -0.757062, -0.715238, -0.793023, -1.11726, -1.4375, -1.34438, -1.50624, -1.53519
1, 0.0319375, -1.01685, -0.389958, -0.455246, -0.28823, -0.455133, -0.133183, -0.702566, -0.694412, -0.540497, -0.364023, -0.633013, -1.20622, -1.03344, -1.0869, -0.900401, -1.24125, -1.2705, -1.52494, -1.27717, -1.3865, -1.57318, -1.36699, -1.2998, -1.29262, -1.22532, -1.23822, -1.40171, -1.67344, -1.65775, -1.6106
1.02, 0.0319375, -0.900444, -0.403944, -0.368938, -1.03624, -0.145601, -0.511629, -0.285796, -1.21813, -0.801526, -0.619366, -0.477405, -1.27132, -1.07914, -1.60453, -1.54937, -1.68925, -1.7358, -1.86293, -1.36201, -1.1972, -0.978461, -1.34978, -0.993962, -0.885845, -1.11435, -1.51593, -1.67052, -2.04899, -1.92931, -1.74812
1.04, 0.0319375, -0.761664, -0.556996, -0.483644, -0.795584, -0.943862, -0.688522, -0.558067, -0.123732, -0.976451, -0.87215, -0.879541, -1.19435, -1.04319, -1.2825, -1.46856, -1.72454, -1.68536, -1.68456, -1.85728, -1.47952, -1.28143, -1.36517, -1.41079, -1.49032, -1.40336, -1.51183, -1.57966, -1.74957, -1.82159, -1.89776
1.06, 0.0319376, -0.893388, -1.89055, -0.991281, -0.485148, -0.385989, -0.400144, -1.1848, -0.375073, -0.521681, -0.767442, -1.15714, -0.626832, -0.610502, -0.685671, -1.2415, -1.70974, -1.74075, -1.65758, -1.84517, -0.882317, -0.964966, -0.811027, -0.807105, -0.487007, -1.04282, -1.09113, -1.5689, -2.02788, -1.66029, -1.62837
1.08, 0.0319375, -1.04409, -1.56209, -0.809372, -0.898977, -0.19353, -0.968458, -0.927239, -0.603021, -0.689258, -0.673431, -0.617776, -0.762813, -0.692849, -0.742549, -0.802778, -0.973108, -1.48372, -1.59316, -1.83408, -1.13298, -0.758364, -0.790857, -0.811925, -0.69423, -1.30735, -1.52009, -1.69574, -1.53322, -1.80712, -2.09529
1.1, 0.0319375, -0.777172, -1.09296, -1.18543, -0.259588, -0.177047, -1.92684, -0.647117, -0.346119, -0.370385, -0.490427, -0.293776, -0.909675, -1.29568, -1.03038, -1.45864, -1.83283, -2.00905, -1.53931, -1.36677, -1.23067, -1.08464, -0.956176, -1.06711, -1.22157, -1.08665, -1.23982, -1.37281, -1.51916, -1.99205, -1.93613
1.12, 0.0319375, -0.39889, -0.240077, -0.828963, -0.632555, -0.501499, -0.198597, -1.06705, -0.187159, -0.200348, -0.457272, -0.655966, -1.3887, -1.01875, -1.12056, -1.26115, -1.8373, -1.64663, -1.52164, -1.44163, -1.21407, -1.19903, -1.27996, -1.10728, -1.14234, -1.22612, -1.34304, -1.50238, -1.53272, -1.88483, -1.79314
1.14, 0.0319375, -0.981941, -0.810474, -0.590177, -0.385543, -0.770604, -0.565962, -0.619869, -0.119718, -0.105701, -0.426942, -0.610773, -1.11967, -1.07424, -1.42623, -1.46018, -1.89176, -1.7458, -1.86352, -1.46807, -1.65733, -1.18371, -1.17833, -1.18921, -1.05978, -0.868026, -1.2594, -1.74595, -1.66147, -1.859, -1.72386
1.16, 0.0319375, -0.607018, -1.18008, -0.559735, -1.38073, -1.26695, -1.31918, -0.897293, -0.5684, -0.125587, -0.386941, -1.0743, -1.02118, -1.26668, -0.739006, -1.58629, -1.70725, -1.69335, -1.6573, -1.52497, -0.922212, -0.833777, -1.08047, -0.588237, -0.410934, -0.372209, -0.643997, -0.66752, -1.0181, -1.64185, -1.67808
